n;T1;T2;T4;T6;T8;T10;T12;T14;T16;T18;T20;T2(red);T4(red);T6(red);T8(red);T10(red);T12(red);T14(red);T16(red);T18(red);T20(red)
1513;0.003185520;0.001761340;0.000901420;0.000801820;0.000850940;0.000729440;0.000658620;0.000809200;0.000759640;0.000822320;0.000743620;0.001794780;0.000891860;0.000673620;0.001441640;0.000690280;0.000624540;0.000807540;0.000746960;0.000804140;0.000789720
1514;0.003158360;0.001689360;0.001016340;0.001106480;0.000879000;0.000719240;0.000645100;0.000854260;0.000800260;0.000812580;0.000741740;0.001696960;0.000918360;0.000688620;0.000868340;0.000730880;0.000651220;0.000815300;0.000821020;0.000804060;0.000732540
1515;0.003148780;0.001768300;0.000935880;0.000685360;0.000846480;0.000719660;0.000640500;0.000846780;0.000851800;0.000818320;0.000752400;0.001716460;0.000966300;0.000701780;0.000858100;0.000734780;0.000638640;0.000806880;0.000761320;0.000805600;0.000745080
1516;0.003191560;0.001712360;0.001063100;0.000727200;0.000852820;0.000725700;0.000640140;0.000829120;0.000799360;0.000817740;0.000754900;0.001732940;0.000943540;0.001063060;0.000876200;0.000730460;0.000882620;0.000813900;0.000835860;0.000816880;0.000741020
1517;0.003171220;0.001738600;0.001051580;0.001120800;0.000826000;0.000719780;0.000845420;0.000825900;0.000885740;0.000816200;0.000765840;0.001758700;0.000912040;0.001095220;0.000864860;0.000731660;0.000837220;0.000896400;0.000824680;0.000806640;0.000767620
1518;0.003238920;0.002277580;0.000854900;0.001088740;0.000882240;0.000725580;0.000894660;0.000832920;0.000871220;0.000824200;0.000760660;0.001775360;0.000929820;0.001129780;0.000886080;0.000738440;0.000884020;0.000812220;0.000844000;0.000813300;0.000792800
1519;0.003138980;0.001750880;0.000895600;0.001080500;0.000886020;0.000746160;0.000846620;0.000894720;0.000809440;0.000825700;0.000764880;0.001764240;0.000943720;0.001129860;0.000884440;0.000735620;0.000902260;0.000829000;0.000884780;0.000819800;0.000747080
1520;0.003219880;0.001754060;0.000960180;0.000666980;0.000867640;0.000731920;0.000639140;0.000825560;0.000885720;0.000824740;0.000763080;0.001733760;0.000946100;0.000875320;0.000871260;0.000730720;0.000665620;0.000846280;0.000876460;0.000803660;0.000745080
1521;0.003185420;0.001738660;0.000982100;0.000697580;0.000861940;0.000737540;0.000813660;0.000839340;0.000803840;0.000823880;0.000752240;0.001734840;0.000934580;0.000787980;0.000875800;0.000731340;0.000634940;0.000816280;0.000866960;0.000807420;0.000748560
1522;0.003135100;0.001713020;0.001040280;0.000738100;0.000853120;0.000738460;0.000669320;0.000868660;0.000786300;0.000788160;0.000778560;0.001793080;0.000938680;0.001372400;0.000855100;0.000725580;0.000639900;0.000966580;0.000803080;0.000807360;0.000746640
1523;0.003180600;0.001803760;0.000924020;0.000737380;0.000837140;0.000730120;0.000635040;0.000819920;0.000844100;0.000815300;0.000786020;0.001741660;0.000966280;0.000716280;0.000871700;0.000742400;0.000825100;0.000843920;0.000761460;0.000816360;0.000748260
1524;0.003233800;0.001769540;0.000905000;0.000727900;0.000871520;0.000738760;0.000640640;0.000828620;0.000802600;0.000815380;0.000757220;0.001794340;0.000929740;0.000718480;0.000866560;0.000740720;0.000727880;0.000861420;0.000753160;0.000820420;0.000739240
1525;0.003245520;0.001815380;0.000931560;0.000699160;0.000862320;0.000730080;0.000643720;0.000826140;0.000804580;0.000789720;0.000770340;0.001749620;0.000923900;0.000708740;0.000874040;0.000783520;0.000678700;0.000821800;0.000809320;0.000815320;0.000747720
1526;0.003296040;0.001764780;0.000897120;0.000843220;0.000866880;0.000737300;0.000660240;0.000823180;0.000777620;0.000818640;0.000776420;0.001785780;0.000944920;0.000859980;0.000865420;0.000715220;0.000682820;0.000832000;0.000885280;0.000829340;0.000745500
1527;0.003351060;0.001971840;0.001154320;0.000901920;0.000890720;0.000718860;0.000641960;0.000835260;0.000845120;0.000826080;0.000777800;0.001844080;0.000940000;0.000783440;0.000854680;0.000731080;0.000647680;0.000850820;0.000758420;0.000827880;0.000752200
1528;0.003207560;0.001735100;0.000955460;0.000768140;0.000865540;0.000744720;0.000664720;0.000887500;0.000850540;0.000809860;0.000762900;0.001756120;0.000945760;0.000748480;0.000870540;0.000739500;0.000655380;0.000830300;0.000886520;0.000825540;0.000754540
1529;0.003196840;0.001730620;0.000992460;0.000970840;0.000875480;0.000730560;0.000701800;0.000820460;0.000840460;0.000828660;0.000779300;0.001753320;0.000996600;0.000911640;0.000876380;0.000736980;0.000702500;0.000866340;0.000816640;0.000795600;0.000756060
1530;0.003251800;0.001760560;0.000910780;0.000679680;0.000883620;0.000736220;0.000658180;0.000914940;0.000860300;0.000899560;0.000777120;0.001837520;0.000931340;0.000685140;0.000870400;0.000736700;0.000677720;0.000819940;0.000762860;0.000827860;0.000760260
1531;0.003260860;0.001729360;0.000977380;0.000776360;0.000861840;0.000736740;0.000662620;0.000916640;0.000853540;0.000797640;0.000769020;0.001744400;0.000963940;0.001367200;0.000847480;0.000718960;0.000673460;0.000917720;0.000770240;0.000815480;0.000755280
1532;0.003231880;0.001767960;0.000934680;0.000687660;0.000873020;0.000787340;0.000753420;0.000815980;0.000777660;0.000852180;0.000769160;0.001750940;0.000966800;0.000694880;0.000895200;0.000743820;0.000655240;0.000834100;0.000830920;0.000831460;0.000772900
1533;0.003188320;0.001761200;0.000948060;0.000685520;0.000856420;0.000782800;0.000663380;0.000830540;0.000818040;0.000827060;0.000768360;0.001752720;0.000927800;0.000755680;0.000881320;0.000739720;0.000666380;0.000874700;0.000803840;0.000822620;0.000758060
1534;0.003265260;0.001758460;0.000965700;0.000768980;0.000885840;0.000736260;0.000646200;0.000876160;0.000848560;0.000835320;0.000758280;0.001781860;0.000931860;0.000768520;0.000887040;0.000737760;0.000657220;0.000871120;0.000884700;0.000811820;0.000742440
1535;0.003265600;0.001801220;0.001129980;0.000683240;0.000889820;0.000743060;0.000672400;0.000827680;0.000836740;0.000816440;0.000760140;0.001769980;0.000951840;0.000682740;0.000892860;0.000752460;0.000663660;0.000837260;0.000916020;0.000830820;0.000776880
1536;0.003271680;0.002137340;0.000911700;0.000794880;0.000879560;0.000750740;0.000666000;0.000884400;0.000760360;0.000837420;0.000766360;0.001779580;0.000983340;0.000665020;0.000884940;0.000757220;0.000665580;0.000831840;0.000831420;0.000828740;0.000752080
1537;0.003225640;0.001741220;0.000937680;0.000824020;0.000895120;0.000751520;0.000833760;0.000902660;0.000747520;0.000838420;0.000781860;0.001785280;0.000957780;0.000853500;0.000888100;0.000748700;0.000664300;0.000894700;0.000856360;0.000812640;0.000750620
1538;0.003397820;0.001799900;0.001022120;0.000771320;0.000869080;0.000738080;0.000653840;0.000830140;0.000811320;0.000838800;0.000780320;0.001785260;0.000969500;0.000696940;0.000886040;0.000750440;0.000665520;0.000831560;0.000895540;0.000825200;0.000785900
1539;0.003269960;0.001795900;0.000957260;0.000770800;0.000874180;0.000741000;0.000652620;0.000875860;0.000808660;0.000829580;0.000773480;0.001842100;0.000961540;0.000691820;0.000900760;0.001364480;0.000674940;0.006418180;0.001439840;0.000814180;0.000826080
1540;0.003324260;0.001710860;0.000992600;0.000932980;0.000889900;0.000753980;0.001391720;0.000832300;0.000832440;0.000842340;0.000780520;0.001782020;0.000965040;0.000838920;0.000871160;0.000746680;0.000660120;0.000842400;0.000901220;0.000826340;0.000764940
1541;0.003308440;0.001800420;0.000948420;0.000892940;0.000904040;0.000735020;0.000647260;0.000892800;0.000817180;0.000837820;0.000771800;0.001830000;0.000944260;0.000703120;0.000883640;0.000750600;0.000666920;0.000839280;0.000782060;0.000832820;0.000762940
1542;0.003329820;0.001769880;0.001004660;0.000973840;0.000860520;0.000738400;0.000658960;0.000851540;0.000877560;0.000829680;0.000766420;0.001798140;0.000948600;0.000724580;0.000901480;0.000753020;0.000665880;0.000843380;0.000818280;0.000792240;0.000779020
1543;0.003276640;0.001801720;0.000936140;0.000713740;0.000875820;0.000750980;0.000673300;0.000847940;0.000790780;0.000861800;0.000808980;0.001806220;0.000995440;0.000688940;0.000893080;0.000754940;0.000760540;0.000933620;0.000896740;0.000848420;0.000788760
1544;0.003325060;0.001851240;0.000936740;0.000743300;0.000883780;0.000749260;0.000665540;0.000860880;0.000915160;0.000837840;0.000787140;0.001822920;0.000983260;0.000655280;0.000895260;0.000750620;0.000657660;0.000854180;0.001345680;0.000778420;0.000749740
1545;0.003266140;0.001756300;0.000996480;0.000808080;0.000874740;0.000747900;0.000798180;0.000919020;0.000848700;0.000839760;0.000766940;0.001781520;0.000982120;0.000699180;0.000904440;0.000744420;0.000657940;0.000849000;0.000795780;0.000843940;0.000774680
1546;0.003313720;0.001806220;0.000970180;0.000801240;0.000893520;0.000768220;0.000715240;0.000830320;0.000865660;0.000845180;0.000778720;0.001822080;0.000960940;0.000684680;0.000903600;0.000758000;0.000660080;0.000839440;0.000843900;0.000845120;0.000774740
1547;0.003262020;0.001782040;0.000963200;0.000897520;0.000906540;0.000757380;0.000663680;0.000851160;0.000818880;0.000853920;0.000787100;0.001805100;0.000954000;0.000706520;0.000899840;0.000755020;0.000687520;0.000882740;0.000886520;0.000827620;0.000758760
1548;0.003339760;0.001792580;0.001106960;0.000848360;0.000867100;0.000742040;0.000920540;0.001075620;0.000998060;0.000899540;0.001061100;0.001868640;0.001505680;0.000743300;0.000900700;0.000756540;0.000689980;0.000837120;0.000751780;0.000849180;0.000778060
1549;0.003331700;0.001814440;0.001011580;0.001406480;0.000863340;0.000760220;0.000667980;0.000858100;0.000872160;0.000867500;0.000796880;0.001807200;0.001010640;0.000733140;0.000892280;0.000751860;0.000662620;0.000857800;0.000807440;0.000823020;0.000765720
1550;0.003325140;0.002041720;0.001004420;0.000800360;0.000880920;0.000760700;0.000665480;0.000843000;0.000853480;0.000817620;0.000795760;0.002014020;0.000943320;0.000848160;0.000896600;0.000776000;0.000690920;0.000840780;0.000854320;0.000847720;0.000760240
1551;0.003370100;0.001979180;0.000932340;0.000793800;0.000893080;0.000754660;0.000664720;0.000902060;0.000916400;0.000851340;0.000789140;0.002003380;0.000954360;0.000743720;0.000897400;0.000758960;0.000675540;0.000871140;0.000921460;0.000870720;0.000834500
1552;0.003304640;0.001769520;0.000942560;0.000720620;0.000905820;0.000772560;0.000663880;0.000897260;0.000868460;0.000860520;0.000781120;0.001830960;0.000929320;0.000843560;0.001409880;0.000928320;0.000649220;0.000857020;0.001043400;0.000889580;0.000786400
1553;0.003374320;0.001802360;0.000995800;0.000853820;0.000902820;0.000815640;0.000696240;0.000845800;0.000786960;0.001375320;0.000745840;0.001803120;0.000983860;0.000716820;0.000921740;0.000773580;0.000671120;0.000869600;0.000828300;0.000843240;0.000770440
1554;0.003348160;0.001802880;0.001033240;0.000701820;0.000889300;0.000759620;0.000671800;0.000841780;0.000866820;0.000833180;0.000794580;0.001811000;0.001042580;0.000898820;0.000886440;0.000755240;0.000671380;0.000854500;0.000819780;0.000826620;0.000773660
1555;0.003318020;0.001864900;0.000970120;0.000777020;0.000903020;0.000767380;0.000668740;0.000901460;0.000852220;0.000847640;0.000777320;0.001933080;0.000931760;0.000669580;0.000905140;0.000766240;0.000676980;0.000854900;0.000836260;0.000857400;0.000777100
1556;0.003298100;0.001769900;0.000962340;0.000687640;0.000889760;0.000758140;0.000694480;0.000851300;0.000871320;0.000850620;0.000784700;0.001798300;0.000959300;0.000697540;0.000906380;0.000774680;0.000841300;0.002084460;0.000832140;0.000832380;0.000793720
1557;0.003488200;0.001838800;0.000946960;0.000726580;0.000906480;0.000747060;0.000673640;0.000895820;0.000863120;0.000852640;0.000789140;0.001842180;0.000991260;0.000980240;0.000895420;0.000754860;0.000670220;0.001414240;0.000790440;0.000833440;0.000774160
1558;0.003396520;0.001837140;0.001146820;0.000703120;0.000898240;0.000807440;0.000673800;0.000854380;0.000880000;0.000877960;0.000795560;0.001846700;0.000987500;0.000860120;0.000895720;0.000755160;0.000666220;0.000897020;0.000792260;0.000845000;0.000779420
1559;0.003361340;0.001813020;0.001005820;0.001051460;0.000909840;0.000775540;0.000676760;0.000858840;0.000838540;0.000856800;0.000793500;0.001804260;0.000999600;0.000733400;0.000913520;0.000766060;0.000671140;0.000856340;0.000914340;0.000855000;0.000791540
1560;0.003356480;0.001904380;0.001085000;0.000680440;0.000905260;0.000762300;0.000681560;0.000857180;0.000906300;0.000854640;0.000787000;0.001828620;0.000995860;0.000796140;0.000917460;0.000773800;0.000663900;0.000898620;0.000833260;0.000826680;0.000775500
1561;0.003317880;0.001775700;0.001000140;0.000781100;0.000899360;0.000757320;0.000671980;0.000914580;0.000888220;0.000861880;0.000799700;0.001827520;0.000980840;0.000805560;0.000906820;0.000766240;0.000717120;0.000853140;0.000838140;0.000862120;0.000779280
1562;0.003467820;0.002103360;0.000992880;0.000749580;0.000922420;0.000770500;0.000678100;0.000870100;0.000876500;0.000871140;0.000797660;0.001845480;0.000984440;0.000906960;0.000912960;0.000760740;0.000691860;0.000899960;0.000796720;0.000846840;0.000782160
1563;0.003365820;0.001784800;0.001227960;0.001102260;0.000957260;0.000766780;0.000682060;0.000851020;0.000827780;0.000845260;0.000799780;0.001838780;0.001025680;0.000716980;0.000915200;0.000782660;0.000674420;0.000861260;0.000825060;0.000925600;0.000817040
1564;0.003423280;0.001823480;0.001067880;0.000754040;0.000916920;0.000764280;0.000685480;0.000867960;0.000812840;0.000874040;0.000795680;0.001842840;0.000999040;0.000791840;0.000919980;0.000771400;0.000676340;0.000966440;0.000827020;0.000852560;0.000772180
1565;0.003399000;0.001918320;0.000933920;0.000857700;0.000916800;0.000759480;0.000705020;0.000948900;0.000850600;0.000864520;0.000788940;0.001859180;0.000993380;0.000711320;0.000926360;0.000781700;0.000676860;0.000849800;0.000822000;0.000838000;0.000773400
1566;0.003420620;0.001823140;0.001025720;0.001028800;0.000886280;0.000758580;0.001302340;0.000833400;0.000820060;0.000850580;0.000800680;0.001853560;0.000978180;0.000855500;0.000925240;0.000772220;0.000691340;0.000855700;0.000849660;0.000837740;0.000784940
1567;0.003391920;0.001833180;0.001003420;0.000890380;0.000918340;0.000776060;0.000696520;0.000867920;0.000837920;0.000859040;0.000830220;0.001855360;0.001032100;0.000803140;0.000919860;0.000781240;0.000684020;0.000981720;0.000873320;0.000839980;0.000829120
1568;0.003405900;0.001845580;0.000985540;0.000815300;0.000903400;0.000767020;0.000691560;0.000874860;0.000895280;0.000911720;0.000806940;0.001855400;0.000990480;0.000696620;0.000933060;0.000775540;0.000684920;0.000914880;0.000813000;0.000855680;0.000781720
1569;0.003476080;0.001866940;0.000981340;0.000698080;0.000906500;0.000807620;0.000766120;0.000867700;0.000913400;0.000851280;0.000798400;0.001844980;0.000997580;0.000716460;0.000941020;0.000777680;0.000681480;0.000855720;0.000912240;0.000849980;0.000794960
1570;0.003421120;0.001837840;0.001044380;0.001006220;0.000921020;0.000774660;0.000880540;0.000859720;0.000884720;0.000884540;0.000833960;0.001897360;0.001629440;0.000685300;0.000910820;0.000783920;0.000695240;0.000870460;0.000890760;0.000846260;0.000786040
1571;0.003358900;0.001836140;0.000975000;0.000784420;0.000912000;0.000773980;0.000687640;0.000889140;0.000805040;0.000856200;0.000801460;0.001857680;0.000980160;0.000761260;0.000924380;0.000778380;0.000695660;0.000877500;0.000809200;0.000858500;0.000801520
1572;0.003418420;0.001816800;0.000977820;0.000943340;0.000933180;0.000785420;0.000694580;0.000863120;0.000845120;0.000869800;0.000788820;0.001840300;0.000997700;0.000879360;0.000919340;0.000771540;0.000681680;0.000867600;0.000858360;0.000858340;0.000792020
1573;0.003488900;0.001852540;0.001008940;0.000944860;0.000922100;0.000786380;0.000700620;0.000868620;0.000851320;0.000863980;0.000793880;0.001868880;0.000989700;0.000808120;0.000913680;0.000768680;0.000685800;0.000968400;0.000840560;0.000838140;0.000786260
1574;0.003449780;0.001855300;0.000979680;0.000955060;0.000900820;0.000778440;0.000696980;0.000942600;0.000910600;0.000859760;0.000798740;0.001870580;0.000987680;0.000702340;0.000948500;0.000783360;0.000682900;0.000918780;0.001450560;0.000867900;0.000772100
1575;0.003442260;0.001850480;0.001077380;0.000700880;0.000920960;0.000782400;0.000823800;0.000890780;0.000819740;0.000880980;0.000810040;0.001889660;0.001106100;0.000813740;0.000943460;0.000794860;0.000780980;0.000862100;0.000855040;0.000824640;0.000787060
1576;0.003405320;0.001835320;0.001013880;0.000838360;0.000925360;0.000765440;0.000699260;0.000916760;0.000857160;0.000827020;0.000825320;0.001884140;0.001029280;0.000856820;0.000915340;0.000778160;0.000685700;0.000892660;0.000824560;0.000859580;0.000790660
1577;0.003480520;0.001908140;0.000998240;0.000734780;0.000926460;0.000786660;0.000685920;0.000876680;0.000901980;0.000873960;0.000805580;0.001892420;0.000968760;0.000733220;0.000939180;0.000780960;0.000700080;0.000870340;0.000800980;0.000847460;0.000800980
1578;0.003472100;0.001853200;0.001006300;0.000802480;0.000919680;0.000778700;0.000680340;0.000894280;0.000910060;0.000902860;0.000863760;0.001865080;0.000953460;0.000826540;0.000936360;0.000782820;0.000707340;0.000963820;0.000886740;0.000855560;0.000801600
1579;0.003732400;0.001848340;0.001102100;0.000755460;0.000910100;0.000783220;0.000838180;0.000906560;0.000825980;0.000884000;0.000804440;0.001863460;0.001066540;0.000732680;0.000920120;0.000784400;0.000689220;0.000872440;0.000868180;0.000885600;0.000890960
1580;0.003394080;0.001883960;0.000976540;0.000802800;0.000928840;0.000794740;0.000741740;0.000913220;0.000892120;0.000885980;0.000809840;0.001898480;0.001011220;0.000823600;0.000927900;0.000786380;0.000693560;0.000892360;0.000860380;0.000878620;0.000806000
1581;0.003462800;0.001895420;0.000995480;0.000694420;0.000922340;0.000773900;0.000690700;0.000878740;0.000834920;0.000867360;0.000805020;0.001960800;0.001230560;0.001120620;0.000952320;0.000789580;0.000717580;0.000866800;0.000921620;0.000876280;0.000810080
