n;T1;T2;T4;T6;T8;T10;T12;T14;T16;T18;T20;T2(red);T4(red);T6(red);T8(red);T10(red);T12(red);T14(red);T16(red);T18(red);T20(red)
2193;0.007035260;0.003586120;0.001895700;0.001716920;0.001801220;0.001480020;0.001313500;0.001741820;0.001607740;0.001749700;0.001614380;0.003872540;0.002026700;0.001367760;0.001919200;0.001589820;0.001385900;0.001846080;0.001620120;0.001758000;0.001616360
2194;0.006916400;0.003594900;0.001889740;0.001445880;0.001810200;0.001493840;0.001347080;0.001896220;0.001637000;0.001778020;0.001623600;0.003924720;0.002099100;0.001715780;0.001872560;0.001576780;0.001338580;0.001738180;0.001617980;0.001755260;0.001621060
2195;0.007001500;0.003551260;0.001860360;0.001746140;0.001830380;0.001517000;0.001354360;0.002031960;0.001715740;0.001771320;0.001645180;0.003938200;0.001977100;0.001568780;0.001917160;0.001558000;0.001348200;0.001870080;0.001667740;0.001796320;0.001646580
2196;0.007085220;0.003590080;0.001900880;0.001450380;0.001790720;0.001486820;0.001327960;0.001721500;0.001723240;0.001775240;0.001634040;0.003922460;0.002068940;0.001393080;0.001891180;0.001558280;0.001382960;0.001761900;0.001725500;0.001826580;0.001650180
2197;0.007688160;0.003564440;0.002033960;0.001333580;0.001798980;0.001552600;0.001306360;0.001747540;0.001715220;0.001721260;0.001626020;0.003988260;0.002015620;0.001656160;0.001893220;0.001587000;0.001355180;0.001949160;0.001753560;0.001787300;0.001627940
2198;0.007075640;0.003563000;0.001984000;0.001381700;0.001753400;0.001522380;0.001348280;0.001747020;0.001647560;0.001777720;0.001655720;0.003941640;0.002010540;0.001463700;0.001942820;0.001587160;0.001372400;0.001873860;0.001764820;0.001818420;0.001659040
2199;0.007069940;0.004271080;0.001994760;0.001728460;0.001785200;0.001485060;0.001403660;0.001726160;0.001793580;0.001726560;0.001620300;0.003929320;0.001988500;0.001420380;0.001899960;0.001557120;0.001366620;0.001753960;0.001871720;0.001786160;0.001639300
2200;0.007098460;0.003565120;0.002060260;0.001511320;0.001846180;0.001498440;0.001311560;0.001758540;0.001643040;0.001798100;0.001656100;0.003969640;0.002059960;0.001411460;0.001923860;0.001592560;0.001362940;0.001744620;0.001830440;0.001761520;0.001633560
2201;0.007186260;0.003555220;0.001894460;0.001702900;0.002357320;0.001523860;0.001303920;0.001814820;0.001723640;0.001779300;0.001641500;0.003936580;0.002354800;0.001759280;0.001888760;0.001585260;0.001367920;0.001756460;0.001707800;0.001872220;0.001673800
2202;0.007133560;0.003568340;0.001901620;0.001544220;0.001806320;0.001540200;0.001432340;0.001819860;0.001698060;0.001712180;0.001640000;0.004002940;0.002003200;0.001881400;0.001904680;0.001557040;0.001349360;0.001944760;0.001566360;0.001745740;0.001662180
2203;0.007068560;0.003562520;0.001854760;0.001955140;0.001802860;0.001489720;0.001896460;0.001872140;0.001781320;0.001765060;0.001634980;0.003948720;0.002003000;0.001546720;0.001922720;0.001564480;0.001351500;0.001860580;0.001764560;0.001807680;0.001651640
2204;0.007060760;0.003681460;0.001872700;0.001629520;0.001806080;0.001502000;0.001342460;0.001797040;0.001621100;0.001710620;0.001631900;0.003992800;0.002013300;0.001715380;0.001886860;0.001567800;0.001359240;0.001751040;0.001732680;0.001711740;0.001641600
2205;0.007061440;0.003543140;0.001853700;0.001378560;0.001807140;0.001501260;0.001322700;0.001840060;0.001639200;0.001799240;0.002166620;0.003978680;0.002063340;0.001373740;0.001906860;0.001565200;0.001357300;0.001792260;0.001846000;0.001819060;0.001662000
2206;0.007106380;0.003591680;0.001844400;0.001342500;0.001826480;0.001521380;0.001331520;0.001910140;0.001763480;0.001784660;0.001649260;0.003982400;0.002374720;0.001687620;0.001925860;0.001559760;0.001336460;0.001777140;0.001751280;0.001851540;0.001643100
2207;0.007111800;0.003587740;0.001989980;0.001426260;0.001801800;0.001519360;0.001327560;0.001727980;0.001638720;0.001780760;0.001632180;0.004466380;0.002009840;0.001926040;0.001901820;0.001557620;0.001365280;0.001791320;0.001638700;0.001801400;0.001709500
2208;0.007006260;0.003502280;0.001933040;0.001350060;0.001824360;0.001524020;0.001861520;0.001866080;0.001801820;0.001802280;0.001658940;0.004000080;0.002175680;0.002519380;0.001996680;0.001651000;0.001936320;0.001911580;0.001979840;0.001886760;0.001739040
2209;0.007658560;0.003925720;0.002217380;0.002479780;0.001974400;0.001647300;0.002000160;0.001946320;0.002034740;0.001925360;0.002240800;0.004347400;0.002942580;0.002462240;0.002080960;0.002025920;0.002025280;0.002148720;0.002006960;0.001834760;0.001800500
2210;0.008181640;0.004005420;0.002085180;0.001432280;0.001941380;0.001611600;0.001393320;0.001791720;0.001741940;0.001840740;0.001654140;0.004057840;0.002034240;0.001680720;0.001929360;0.001612460;0.001357700;0.001815180;0.001679760;0.001784300;0.001668320
2211;0.007115280;0.003540800;0.001901760;0.001752020;0.001827920;0.001558440;0.001435680;0.001766340;0.001796300;0.001804040;0.002185140;0.004148840;0.002055140;0.001999960;0.001933760;0.001579920;0.001375620;0.001828460;0.001883400;0.001821160;0.001655100
2212;0.007239500;0.003569900;0.001853120;0.001659220;0.001831380;0.001517960;0.001330500;0.001756040;0.001565140;0.001825860;0.001658980;0.004054940;0.002079240;0.002000100;0.001900420;0.001558080;0.001358200;0.001787380;0.001785920;0.001776780;0.001749200
2213;0.007050840;0.004262220;0.001844480;0.001325140;0.001818760;0.001517980;0.001527400;0.001937580;0.001808720;0.001716060;0.001638300;0.004535060;0.002008540;0.001412560;0.001928300;0.001581620;0.001380100;0.001907700;0.001591560;0.001811740;0.001684780
2214;0.007257240;0.003611600;0.001869180;0.001606660;0.001829480;0.001540000;0.001318480;0.001949300;0.001819340;0.001748120;0.001644280;0.004029540;0.002038960;0.001622120;0.001969660;0.001585900;0.001399520;0.001777260;0.001923700;0.001790520;0.001673800
2215;0.007189660;0.003611320;0.001924600;0.001342600;0.001833780;0.001507160;0.001330300;0.001719380;0.001804040;0.001720720;0.001646220;0.003947300;0.002692400;0.001618840;0.001898700;0.001540200;0.001338360;0.001808840;0.001655320;0.001819320;0.001653020
2216;0.007211680;0.003593820;0.001853000;0.001394340;0.001844260;0.001519060;0.001419800;0.001738720;0.001808560;0.001797220;0.001649940;0.003976600;0.002048920;0.001636320;0.001928720;0.001580680;0.001395300;0.001784280;0.001916420;0.001834420;0.001667300
2217;0.007240540;0.003618880;0.001884200;0.001450820;0.001834560;0.001556540;0.001337180;0.001727500;0.001874040;0.001881900;0.001661580;0.004119940;0.002050880;0.001681600;0.002432900;0.001568080;0.001362420;0.001771420;0.001600160;0.001822420;0.001845060
2218;0.007191800;0.003610380;0.001891760;0.001342420;0.001836580;0.001510960;0.001574660;0.001815660;0.001793020;0.001709780;0.001648060;0.004022940;0.002036700;0.001391920;0.001952600;0.001600180;0.001405920;0.001803900;0.001837480;0.001844820;0.001676820
2219;0.007250340;0.003600280;0.001905800;0.001627120;0.001835780;0.001509200;0.001351180;0.001723740;0.001740900;0.001769360;0.001644340;0.003975120;0.002118760;0.001537220;0.001936540;0.001624860;0.001533860;0.002325180;0.001856340;0.001817500;0.001664460
2220;0.007152380;0.003616760;0.001875360;0.001493880;0.001856780;0.001535060;0.001363040;0.001771220;0.001751000;0.001771740;0.001675980;0.004034800;0.002119220;0.001457020;0.001962980;0.001616580;0.001520600;0.001872120;0.001686940;0.001774980;0.001656780
2221;0.007229460;0.003671380;0.001921760;0.001412380;0.001858620;0.001532560;0.001368460;0.001773480;0.001803740;0.004408400;0.003979020;0.004545660;0.002153480;0.001811100;0.002009760;0.001667280;0.002033660;0.001801040;0.001698600;0.001876160;0.001739480
2222;0.007192460;0.003704340;0.001893400;0.001598580;0.001841240;0.001539160;0.001345560;0.001741200;0.001585320;0.001795800;0.001668280;0.003994240;0.002052920;0.001825360;0.001934020;0.001586260;0.001472660;0.001798480;0.001817800;0.001831360;0.001667880
2223;0.007217520;0.003617680;0.001920260;0.001541780;0.001850940;0.001523580;0.001352220;0.001848580;0.001765540;0.001784760;0.001653740;0.004025920;0.002037520;0.001913740;0.001941840;0.001614860;0.001354620;0.002444160;0.001790880;0.001816120;0.001648160
2224;0.007097460;0.003569760;0.001872360;0.001985460;0.001828080;0.001518460;0.001338560;0.001752100;0.001760940;0.001739940;0.001665700;0.004033760;0.002062740;0.001442280;0.001930240;0.001627540;0.001380980;0.002013040;0.001922020;0.001802920;0.001676460
2225;0.007232820;0.003624340;0.002068840;0.001361040;0.001857320;0.001526100;0.001389780;0.001743300;0.001670480;0.001812340;0.001676060;0.004011400;0.002086740;0.001521220;0.001952380;0.001599720;0.001374540;0.001813700;0.001694120;0.002344860;0.001692900
2226;0.007262420;0.003648760;0.001883020;0.001422380;0.001864380;0.001543820;0.001341320;0.001846160;0.001854060;0.001744060;0.001688600;0.004042300;0.002077380;0.001605980;0.001960140;0.001603880;0.001511420;0.001806360;0.001976560;0.001855420;0.001693340
2227;0.007260220;0.003610540;0.001877660;0.002059580;0.001834460;0.001536140;0.001337780;0.001838260;0.001651740;0.001734200;0.001651640;0.004013740;0.002204900;0.001532260;0.001945540;0.001655700;0.001550040;0.001836440;0.001800980;0.001849320;0.001701020
2228;0.007258000;0.003610980;0.001906620;0.001364120;0.001862480;0.001542140;0.001370460;0.001779840;0.001773380;0.001756060;0.001686120;0.004103480;0.002165000;0.001467880;0.001963240;0.001598700;0.001415980;0.001846760;0.001871860;0.001829920;0.001674100
2229;0.007286120;0.003675760;0.001924560;0.001426040;0.001845720;0.001522380;0.001366560;0.001932940;0.001563800;0.001812640;0.001687280;0.004028300;0.002143100;0.001539060;0.001962800;0.001666900;0.001407640;0.001828500;0.001640380;0.001869740;0.001697760
2230;0.007806800;0.003647940;0.001901080;0.001360200;0.001858620;0.001538080;0.001500000;0.001795900;0.001865400;0.001836700;0.001676920;0.004051060;0.002057040;0.001580660;0.001940660;0.001586320;0.001374700;0.001822840;0.001783320;0.001717100;0.001713160
2231;0.007255660;0.003744800;0.001914100;0.001691120;0.001834260;0.001524440;0.001363100;0.001789460;0.001701160;0.001660960;0.001688380;0.004045880;0.002058360;0.002152740;0.001940000;0.001576620;0.001387280;0.001817260;0.001957420;0.001794840;0.001688520
2232;0.007708260;0.003629340;0.001901060;0.001681140;0.001839640;0.001524020;0.001328040;0.001764200;0.001693740;0.001827380;0.001682660;0.004127260;0.002035280;0.001429140;0.001981620;0.001620860;0.001424860;0.001825900;0.001811740;0.001804920;0.001714720
2233;0.007271920;0.003636260;0.001903440;0.001979040;0.001859620;0.001533000;0.001358000;0.001776100;0.001685540;0.001835220;0.001818260;0.004082820;0.002083980;0.001415100;0.001969760;0.001616440;0.001420020;0.001847300;0.001707400;0.001802960;0.001712620
2234;0.007325100;0.004289140;0.001909420;0.001430420;0.001851940;0.001529820;0.001363340;0.001824580;0.001866880;0.001830400;0.001703520;0.004059540;0.002123300;0.001473280;0.001961220;0.001635940;0.001417520;0.001908980;0.001973580;0.001812680;0.001692640
2235;0.007257100;0.003634900;0.001901880;0.001810980;0.001859320;0.001580200;0.001349940;0.001869340;0.001729920;0.001809620;0.001665120;0.004059700;0.002068840;0.001699000;0.001964900;0.001602400;0.001383560;0.001819520;0.001823800;0.001847820;0.001714260
2236;0.007330440;0.004227140;0.001933640;0.001392140;0.001866980;0.001542760;0.001350980;0.001780940;0.001777540;0.001841800;0.001699800;0.004082880;0.002131060;0.001536740;0.001976340;0.001615480;0.001429320;0.002008340;0.001788220;0.001858020;0.001686580
2237;0.007377220;0.003676520;0.002020220;0.001361680;0.001881040;0.001540780;0.001372920;0.001771520;0.001679920;0.001814620;0.001735380;0.004107260;0.002129220;0.001503400;0.001973600;0.001650020;0.001617820;0.001819200;0.001923680;0.001846940;0.001798000
2238;0.007335920;0.003658880;0.002193740;0.001682060;0.001868260;0.001542960;0.001694780;0.001787600;0.001771640;0.001760760;0.001689360;0.004071960;0.002082080;0.001503640;0.001958260;0.001602880;0.001385840;0.001845260;0.001674260;0.001862420;0.001699360
2239;0.007468240;0.003700220;0.001899980;0.001622260;0.001873720;0.001572540;0.001353380;0.001825860;0.001736260;0.001827260;0.001694240;0.004141520;0.002133240;0.001770400;0.002015180;0.001644800;0.001442880;0.001876680;0.001805480;0.001863140;0.001735400
2240;0.007562040;0.003665100;0.001928600;0.001677880;0.002406600;0.001536720;0.001344560;0.001874900;0.001719220;0.001809740;0.001668680;0.004098120;0.002043280;0.001924100;0.001941700;0.001596080;0.001426120;0.001806160;0.001924640;0.001851760;0.001703160
2241;0.007347820;0.003640760;0.001941960;0.001404740;0.001890120;0.001551460;0.001381300;0.001896640;0.001864520;0.001765580;0.001694640;0.004215720;0.002091680;0.001603820;0.001977680;0.001623480;0.001374100;0.001822720;0.001778940;0.001863600;0.001714500
2242;0.007427760;0.003672480;0.001953320;0.001564020;0.001880060;0.002098640;0.001348940;0.001779200;0.001778340;0.001822700;0.001693260;0.004103360;0.002079800;0.001479500;0.001990760;0.001621240;0.001673020;0.001855140;0.001798100;0.001859680;0.001715440
2243;0.007386800;0.003746980;0.001890440;0.001392560;0.001891020;0.001565280;0.001398680;0.001796500;0.001766620;0.001861520;0.001697980;0.004105180;0.002079300;0.001859260;0.001984480;0.001611180;0.001426100;0.001859540;0.001738080;0.001878400;0.001725640
2244;0.007531000;0.003704380;0.001997680;0.001381580;0.001885640;0.002187720;0.001389180;0.001843560;0.001840820;0.001826540;0.001692820;0.004065720;0.002050480;0.001768380;0.001943180;0.001610820;0.001469280;0.001836980;0.001925640;0.001861240;0.001714080
2245;0.007298900;0.003655920;0.001934060;0.001534880;0.001883260;0.001569700;0.001418100;0.001881840;0.001765120;0.001831560;0.001697600;0.004100760;0.002079180;0.001807660;0.001946220;0.001588460;0.001392480;0.001930060;0.001830840;0.001915760;0.001700880
2246;0.007330320;0.003659300;0.001942660;0.001682080;0.001899840;0.001547780;0.002033940;0.001779580;0.001676380;0.001833000;0.001684000;0.004172860;0.002068420;0.001723240;0.001903680;0.001639620;0.001423500;0.001821640;0.001803880;0.001788000;0.001723660
2247;0.007342060;0.003782600;0.001950540;0.001643980;0.001873840;0.001551060;0.001397880;0.001986480;0.001864460;0.001781460;0.001684600;0.004077660;0.002114560;0.002246440;0.001944780;0.001590100;0.001407780;0.001821080;0.001824960;0.001825060;0.001706600
2248;0.007334140;0.003889960;0.001915900;0.001576380;0.001875260;0.001546540;0.002016260;0.001778260;0.001821240;0.001932240;0.001702920;0.004074860;0.002089140;0.001566160;0.001976500;0.001616560;0.001409220;0.001846500;0.001642460;0.001883060;0.001718520
2249;0.007408040;0.003729560;0.002027260;0.001912340;0.001870060;0.001544720;0.001580040;0.001778700;0.001773900;0.001848140;0.001696100;0.004091660;0.002088420;0.001417900;0.001980520;0.001617820;0.001432240;0.001866160;0.001871380;0.001892160;0.001730100
2250;0.007374960;0.003674720;0.002078520;0.001921600;0.001916860;0.001604040;0.002392820;0.001863100;0.001746160;0.001893440;0.001764100;0.004348460;0.002971140;0.002720180;0.002064580;0.001729440;0.001942400;0.002031600;0.002015700;0.002054120;0.001860980
2251;0.008072240;0.004158760;0.002224720;0.002634300;0.002030220;0.001684380;0.001949000;0.002085480;0.002115900;0.001944280;0.001815340;0.004396140;0.002431740;0.002756960;0.002097880;0.001828760;0.002246240;0.002077420;0.002050820;0.001984660;0.001821720
2252;0.007860760;0.004720520;0.001989440;0.001610160;0.001894580;0.001574840;0.001376220;0.001814800;0.001805600;0.001811840;0.001705960;0.004127960;0.002126140;0.001752500;0.001992120;0.001616620;0.001452120;0.002046460;0.001809400;0.001868940;0.001705180
2253;0.007360020;0.003721600;0.001921300;0.001801200;0.001888940;0.001564500;0.001373240;0.001805120;0.001668560;0.001861880;0.001721680;0.004137300;0.002372460;0.001719240;0.001966820;0.001649120;0.001495920;0.001825280;0.001877960;0.001839140;0.001788900
2254;0.007841240;0.003742780;0.002304180;0.002343000;0.001915480;0.001664440;0.002142820;0.001969580;0.001828740;0.001879000;0.001744320;0.004273160;0.002336480;0.002579640;0.002067200;0.001734380;0.002153720;0.001942680;0.001825540;0.001890220;0.001744660
2255;0.007757100;0.003977920;0.002047900;0.002193800;0.001944540;0.001606340;0.001937960;0.001894700;0.001754980;0.001857080;0.001747920;0.004382520;0.002150920;0.001522020;0.002030900;0.001656360;0.001455280;0.001893240;0.001738600;0.001910360;0.001754000
2256;0.007999180;0.003665660;0.001970280;0.001669300;0.001890400;0.001605360;0.001398840;0.001923060;0.001644760;0.001858500;0.001744600;0.004237220;0.002126940;0.002029980;0.002037140;0.001629160;0.001446180;0.001931420;0.001969860;0.001854660;0.001744420
2257;0.007394820;0.003696640;0.001936500;0.002025680;0.001920240;0.001561800;0.001357720;0.003463700;0.003498780;0.002639920;0.001869320;0.004746740;0.002230240;0.001825460;0.002070740;0.001682060;0.001456840;0.001889900;0.001859960;0.001922680;0.001720520
2258;0.007436520;0.003823260;0.001945460;0.001517440;0.001893700;0.001674440;0.001392280;0.001806180;0.001706200;0.001910440;0.001738260;0.004791380;0.002155260;0.001740100;0.002000780;0.001676000;0.001432140;0.001854420;0.001919320;0.001832280;0.001780600
2259;0.007476180;0.003706580;0.001961060;0.001748260;0.001892980;0.001653820;0.001400400;0.001815540;0.001891440;0.001868660;0.001723700;0.004223820;0.002140300;0.001493140;0.001990300;0.001624080;0.001628240;0.001878360;0.001993180;0.001876640;0.001703500
2260;0.007353540;0.003767540;0.002013720;0.001603300;0.002138360;0.001925940;0.001407240;0.001861940;0.001715100;0.001847440;0.001751280;0.004237600;0.002237620;0.001852920;0.002005960;0.001800040;0.001451660;0.001863260;0.001839960;0.001772940;0.001751760
2261;0.007578520;0.003757280;0.001947460;0.001675520;0.001885880;0.001570040;0.001434340;0.001815140;0.001913020;0.001814720;0.001748820;0.004204700;0.002113040;0.001720920;0.002012940;0.001690580;0.001422020;0.001955580;0.001984800;0.001872820;0.002268280
2262;0.007330380;0.003689480;0.001951520;0.001594320;0.001891380;0.001581220;0.001623520;0.001828840;0.001725080;0.001874880;0.001720940;0.004175100;0.002121920;0.001731440;0.002005460;0.001636260;0.001546100;0.001866960;0.001906720;0.001830540;0.001742620
2263;0.007538540;0.003769740;0.001962440;0.001584540;0.001909000;0.001596200;0.001443660;0.001832660;0.001890980;0.001874200;0.001737560;0.004159280;0.002244660;0.001508100;0.002002500;0.001629440;0.001414900;0.001875120;0.001821240;0.001906400;0.001752840
2264;0.007512580;0.003735920;0.001953660;0.001719260;0.001892500;0.001613100;0.001409660;0.001906980;0.001632020;0.001885440;0.001789480;0.004197480;0.002137540;0.001686620;0.002029440;0.001654740;0.001434720;0.001879920;0.001972480;0.001903640;0.001765200
2265;0.007469180;0.003735760;0.001954520;0.001596120;0.001946180;0.001615600;0.001539040;0.001865680;0.001871580;0.001846940;0.001735800;0.004177680;0.002148340;0.001508020;0.002021760;0.001645000;0.001492360;0.001971920;0.001839720;0.001930160;0.001772420
2266;0.007457660;0.003727460;0.002045180;0.001382700;0.001920040;0.001586740;0.001642280;0.001835860;0.001978920;0.001905200;0.001742820;0.004193400;0.002085740;0.001867380;0.001993100;0.001632560;0.001413460;0.001876720;0.002006040;0.001876480;0.001733240
2267;0.007359760;0.003702320;0.001938760;0.001528300;0.001900500;0.001586200;0.001394000;0.001949720;0.001910540;0.001873840;0.001741840;0.004274840;0.002142160;0.001571600;0.002009800;0.001640800;0.001450220;0.001869720;0.001676820;0.001857060;0.001750960
2268;0.007429900;0.003774720;0.001959400;0.001417060;0.001914780;0.001585320;0.001389960;0.002048060;0.001848180;0.001837520;0.001729280;0.004139780;0.002095660;0.001556480;0.002001020;0.001648240;0.001473920;0.001868100;0.001937080;0.001830140;0.001758160
2269;0.007487320;0.003731200;0.002029700;0.001406820;0.001943160;0.001608940;0.001437240;0.002000680;0.001743980;0.001897460;0.001735860;0.004196660;0.002095600;0.001737540;0.002016700;0.001668620;0.001523320;0.001845600;0.001971080;0.001883900;0.001793980
2270;0.007667340;0.003745280;0.001955040;0.001899460;0.001852100;0.001591520;0.001423000;0.001826620;0.001738700;0.001864660;0.001732260;0.004272780;0.002124540;0.001797540;0.002016180;0.001683500;0.001669340;0.001877780;0.001846000;0.001877600;0.001748060
2271;0.007477200;0.003726220;0.001964680;0.001405060;0.001928100;0.001626820;0.001471660;0.001865760;0.002105780;0.001786780;0.001705900;0.004636360;0.002092740;0.001464640;0.002003820;0.001631300;0.001439700;0.001963820;0.001903420;0.001883480;0.001737740
2272;0.007391680;0.003723960;0.001967400;0.001880660;0.001916040;0.001589320;0.001406220;0.001823100;0.001643400;0.001873140;0.001742060;0.004236620;0.002208580;0.001560220;0.002049700;0.001665200;0.001445120;0.001876100;0.001781800;0.001940180;0.001753880
2273;0.007705620;0.003965420;0.002105860;0.002395600;0.001951600;0.001625620;0.001797540;0.001978220;0.002067720;0.001913560;0.001774280;0.004352160;0.002425560;0.002216700;0.002051160;0.001724660;0.001984620;0.001984240;0.001885540;0.001954840;0.002324020
2274;0.007707320;0.003841500;0.001941800;0.001475140;0.001922700;0.001618120;0.001425640;0.001890980;0.002014520;0.001834520;0.001741860;0.004211800;0.002130020;0.001495140;0.002033180;0.001685800;0.001642440;0.001869060;0.001877640;0.001897580;0.001750440
2275;0.007523380;0.003734260;0.001966880;0.001634540;0.001922280;0.001590300;0.001436840;0.001841900;0.002008620;0.001881400;0.001734520;0.004158720;0.002136060;0.001717880;0.002014180;0.001643160;0.001467200;0.001960420;0.001860520;0.002379340;0.001736760
2276;0.007359620;0.003736140;0.001944360;0.001651140;0.001915300;0.001593520;0.001393540;0.001835300;0.001880060;0.001910340;0.001753580;0.004213820;0.002174540;0.001758720;0.002066020;0.001669500;0.001447900;0.002113260;0.001927060;0.001877800;0.001791780
2277;0.007512980;0.003837400;0.001939400;0.001648140;0.001925940;0.001624160;0.001426720;0.001833840;0.001744900;0.001907440;0.001751960;0.004259580;0.002236360;0.001483060;0.002042420;0.001666260;0.001551820;0.001984300;0.002520240;0.001877540;0.001732680
2278;0.007453600;0.003822660;0.001945580;0.001611780;0.001913220;0.001589360;0.001416640;0.001893900;0.002045200;0.001820920;0.001734980;0.004166120;0.002167060;0.001557940;0.002041640;0.001673960;0.001448120;0.002006320;0.001830900;0.001945880;0.001783800
2279;0.007674720;0.003789880;0.001980360;0.001408740;0.001941620;0.001603100;0.001421960;0.001945520;0.001916340;0.001844340;0.001782400;0.004265380;0.002215220;0.001505800;0.002041680;0.001681140;0.001447960;0.002520600;0.002023460;0.001803000;0.001761720
2280;0.007544460;0.003812460;0.002013360;0.001410840;0.001939960;0.001611980;0.001696120;0.001852400;0.001762140;0.001913260;0.001764160;0.004331420;0.002158720;0.001521080;0.002050000;0.001722380;0.001466360;0.001977920;0.001802360;0.001859360;0.001823700
2281;0.007614300;0.003798160;0.002060180;0.001529340;0.001943740;0.001611120;0.001430160;0.001852040;0.001769480;0.001836000;0.001744800;0.004235800;0.002192540;0.001752640;0.002051320;0.001681120;0.002072340;0.001891420;0.001935360;0.001925480;0.001765720
2282;0.007607520;0.003770800;0.002018780;0.001560980;0.001935400;0.001600660;0.001451200;0.001931280;0.001700360;0.001898360;0.001820000;0.004242000;0.002188600;0.001548700;0.002057180;0.001717780;0.001473860;0.001932260;0.001897460;0.001935900;0.001848380
2283;0.007586320;0.003762120;0.001976920;0.001664940;0.001931120;0.001598280;0.001542920;0.001861440;0.001660900;0.001917720;0.001767520;0.004268040;0.002168280;0.001716300;0.002051560;0.002180060;0.001456660;0.001916020;0.001912160;0.001901000;0.001765640
2284;0.007570560;0.003899660;0.001964500;0.001458680;0.001945600;0.001608180;0.001428620;0.001870820;0.001786020;0.001913740;0.001769140;0.004373160;0.002292440;0.002173360;0.002023660;0.001700580;0.001470280;0.001884680;0.001949000;0.001903000;0.001771540
2285;0.007716720;0.003783760;0.001965600;0.001425540;0.001939980;0.001615100;0.001502640;0.001862540;0.001841340;0.001943580;0.001830700;0.004489100;0.002205860;0.002206240;0.002605580;0.001710580;0.001703840;0.001976240;0.001996880;0.002058400;0.001815420
2286;0.007984940;0.003970860;0.002040380;0.001850520;0.002015540;0.001664000;0.001440500;0.001871240;0.001870900;0.001834840;0.001756820;0.004256800;0.002143820;0.001864000;0.002050460;0.001677400;0.001708980;0.001896760;0.001850900;0.001950140;0.001783180
2287;0.007594140;0.003785020;0.001976820;0.001438620;0.001956860;0.001612060;0.001440900;0.001947580;0.001772900;0.001892580;0.001757760;0.004313740;0.002733140;0.001505140;0.002047960;0.001696620;0.001508560;0.001961420;0.001780780;0.001954320;0.001792160
2288;0.007656140;0.003811820;0.002004540;0.001686180;0.001948280;0.001645100;0.001406480;0.001955860;0.001887360;0.001910560;0.001745300;0.004204080;0.002115900;0.001776120;0.002045600;0.001696640;0.001487400;0.001922140;0.001853640;0.001983100;0.001801680
2289;0.007613120;0.003817260;0.002025560;0.001798500;0.001945100;0.001646420;0.001418340;0.001875280;0.001678980;0.001931100;0.001777140;0.004266120;0.002685720;0.001883160;0.002025160;0.001695920;0.001439420;0.001890100;0.001906960;0.001922240;0.001770440
2290;0.007760000;0.003792200;0.002041340;0.001555320;0.001955880;0.001606580;0.001441000;0.001847760;0.001899400;0.001927300;0.001752560;0.004276000;0.002604520;0.002149060;0.002082200;0.001728300;0.002183680;0.002181840;0.002041760;0.001967000;0.001828240
2291;0.008077040;0.004221140;0.002693140;0.002732600;0.002113040;0.001744980;0.001895040;0.002038380;0.002033100;0.002527620;0.001875580;0.007639020;0.004282460;0.003006980;0.002259840;0.001853260;0.002294040;0.002199540;0.002130400;0.002048200;0.001862620
2292;0.008306020;0.004127920;0.002213000;0.001514880;0.002027400;0.001665180;0.001776840;0.001969640;0.001788600;0.001913820;0.001763220;0.004254400;0.002179520;0.001546800;0.002062620;0.001706020;0.001449340;0.002113320;0.001885280;0.001949560;0.001784720
2293;0.007668360;0.003829260;0.002633260;0.001514020;0.001943240;0.001618600;0.001431800;0.001872880;0.001802600;0.001951620;0.001771880;0.004372920;0.002249000;0.001487080;0.002056000;0.001716300;0.001478220;0.002058160;0.001875680;0.001952200;0.001759140
2294;0.007604320;0.003856980;0.002006820;0.001459740;0.001960820;0.001624660;0.001504060;0.001878240;0.001893420;0.001959840;0.001753620;0.004340860;0.002168500;0.001809400;0.002064940;0.001678160;0.001814420;0.001918980;0.001736120;0.002028280;0.001839940
2295;0.007667260;0.004350160;0.002044200;0.001640300;0.001974860;0.001637720;0.001449260;0.001991680;0.002045760;0.001930000;0.001768860;0.004277260;0.002160560;0.001512300;0.002048880;0.001704300;0.001466040;0.001929080;0.001783600;0.001969000;0.001807160
2296;0.007665940;0.003888000;0.002020740;0.001551700;0.001955960;0.001664060;0.001410340;0.001868140;0.001860900;0.001894320;0.001749180;0.004272900;0.002195340;0.001554040;0.002073180;0.001691880;0.001627800;0.001912120;0.001889060;0.001935680;0.001792260
2297;0.008389460;0.003794240;0.002037780;0.001405460;0.001965480;0.001634760;0.001672060;0.001981860;0.002095440;0.001955540;0.001798600;0.004322320;0.002165800;0.001557440;0.002076760;0.001708400;0.001514820;0.002028260;0.001964380;0.002026120;0.001979000
2298;0.007726400;0.004315140;0.002105840;0.002307620;0.002043260;0.001704140;0.001763280;0.001957280;0.001979440;0.002007640;0.001845040;0.004534620;0.002759080;0.002524040;0.002127540;0.001757980;0.001950340;0.001962380;0.002122460;0.001999480;0.001810440
2299;0.007751640;0.003846400;0.001997380;0.001719220;0.001969080;0.001625880;0.001438480;0.001974840;0.001895560;0.001957960;0.001780540;0.004296000;0.002204140;0.001591240;0.002063360;0.001689500;0.001455040;0.001930080;0.001779860;0.001976660;0.001785340
